caminho,classe,split,origem_dataset,resolucao,phash_orbit
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1309).jpg,saudavel,train,spinach_sy69db2nz5,675x1200,13135185984344788735|10407130509050023424|1696026860604464|18131385578691677683|39984853001596304|18414813427371231670|17567854535506894843|3480312770736817664
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (131).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,11981983171443858559|1327592754586764801|1759937779662212144|16702037468505886195|127937590640667666|9195398323065735334|17567853987763243495|3480312773144898584
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1310).jpg,saudavel,val,spinach_sy69db2nz5,675x1200,301826725651419168|11417273271390433785|4620777384214798336|18300884848915381245|18010397990317814430|2310395875577114628|18301482983238793725|9086967741161536
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1311).jpg,saudavel,train,spinach_sy69db2nz5,675x1200,5228141553654636376|16829414349489506245|5516358735633289036|14811828104169721549|14197368367447772905|6349806150264262216|14775799307150790349|5516640210609999436
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1312).jpg,saudavel,test,spinach_sy69db2nz5,675x1200,2939758823719115538|14685120350227212211|5082043001062491975|11033307862453853981|12909330043431800011|1304664129719487528|2098420411404328601|5118225541459838790
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1313).jpg,saudavel,train,spinach_sy69db2nz5,675x1200,5516354622095691527|14523580265724841759|5657969417247231822|963307784276741773|2238121258969435849|508653085531803212|10164113581388029453|5660755562600957262
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1314).jpg,saudavel,train,spinach_sy69db2nz5,675x1200,14451500680108508935|14739770605021372191|5521187963090148940|14773551924114065101|2242523540185124556|506425285995630280|14809695446816196301|5520892173072179020
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1315).jpg,saudavel,val,spinach_sy69db2nz5,675x1200,5009699655727648519|6457633194453700383|5516684294558549580|14775803756939026125|2238059376543768153|508637769644869189|14816344949677821645|5514133427583160140
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1316).jpg,saudavel,test,spinach_sy69db2nz5,675x1200,5516367652824223502|5588464777843904399|5516658078145021766|14775790502129639069|10308505639293783629|1013040798458154572|11321494326559051469|5082064958135177036
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1317).jpg,saudavel,train,spinach_sy69db2nz5,675x1200,5300194732768169784|7894307803231096803|5086278251796989701|11355288830016691807|16361347678895312493|4039459618665238089|6853945554521003677|398330158204294726
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1318).jpg,saudavel,val,spinach_sy69db2nz5,675x1200,2649808932478328479|15176074161029056262|5228172322808598310|17117675443247255451|434350029948296402|11465609738004448804|11173200117890256621|2742561387140320840
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1319).jpg,saudavel,train,spinach_sy69db2nz5,675x1200,7533984770032866087|5300199252384757531|7459934825669690884|1809918405011480285|1961088308529827401|2815597805095587432|15969243330045222425|326118529793492839
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (132).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,16469120691889475272|15604611240753073868|17908030771660556012|16185417143084817608|14739761679956414168|14451518057108115172|14455453347201130208|17043476016864659192
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1320).jpg,saudavel,val,spinach_sy69db2nz5,675x1200,14740029970285137806|14415502799138787086|9693442013256943430|11429747843349290653|1013117851313573576|10236529624097722316|11321520783263506078|5046009789411657350
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1321).jpg,saudavel,train,spinach_sy69db2nz5,675x1200,2507535476643794717|12847800119016230727|7225628708879421216|15680713766000266747|5120363249569516722|2093904460262591522|18090121974458523097|2328254453634254436
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1322).jpg,saudavel,train,spinach_sy69db2nz5,675x1200,6385011508636225295|16557069767768215311|11857585478790254407|15711975167507238429|1085137769099413221|1085098452559240280|2093618930561453274|5156374411587849892
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1323).jpg,saudavel,train,spinach_sy69db2nz5,675x1200,7245754607641242470|15676492957625035673|14887536042250574799|10098789009605731852|11036958808161619673|7362007764640960100|875434710394414732|14959598017221991374
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1324).jpg,saudavel,train,spinach_sy69db2nz5,675x1200,5228185568312006656|17117622769497925374|5227568824749299404|17135791461830727372|18367384894457482989|42800702342270536|14742137090201341677|14741994852066430024
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1325).jpg,saudavel,train,spinach_sy69db2nz5,675x1200,10961206630676116289|16611279995144713081|14739779337210765198|14739739605323941646|8733367185841293286|4698128571863342744|1010802587585449676|10240929805427510988
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1326).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,1173627054974648836|1605549304671248402|883424120468815894|441439137800536086|1306129682131732502|306963436884936976|1603438244627619846|1603438244631757324
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1327).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,6342786859315709473|405085575362551106|112034784659511554|4651689752373184272|4800026034569715461|2397752298762339928|1173054795957636672|151185073797303809
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1328).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,459514510694909760|883017990887906881|5210184897662764581|5516114657241046362|4692230936784027916|4649715149278961670|6529424637572255052|2685916998491917896
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1329).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,1461573136630520388|1299586028960949777|865337703897450017|873853389552655682|1235753881406671122|4943295590148425748|4800008334345052172|2397761713384194572
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (133).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,6957506236801422227|16252399304915236662|5083313882422019686|11253948114865135257|3906669357540805857|10597846607884422752|11069344561943686812|7387754017474972486
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1330).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,4723738567691406089|4723738567691414639|5516653525597064781|652484403087773257|8010794515400461889|651631249300360769|5300322842986352137|5588437371186548556
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1331).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,4835774713484418178|2415626089101461024|5336086704889503245|3264993826242463310|2307548519806240289|9375384035471072323|5658216680218054445|981396692472827210
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1332).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,1603305893479226434|1297342438981436961|147500062665559552|2309396210393189632|2379738003465961746|4799744456646869014|39721088575278112|22104064322309122
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1333).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,432501828283223041|486404183237234016|5568285906068982784|5592800164194356480|6957250049249034246|93598191291596806|3814266480008525|21408107846846029
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1334).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,3911532501899103960|1317731799712369988|3550674355145098017|4798618655644335218|4939629754241665298|15586420748305975350|8231522655977510978|2396904027561870897
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1336).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,4687155650634419789|4687692109835112009|78416151706312193|4653931691338270272|5300208098773241409|5588411932431289409|4649445683895899712|116560409105208833
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1337).jpg,saudavel,test,spinach_sy69db2nz5,1200x900,10600417112059944242|2596047159884072738|742423352706797334|2904124837443079956|2469957425327965988|3611128458031078547|1445425850622561576|1589501370180717834
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1338).jpg,saudavel,train,spinach_sy69db2nz5,1200x900,874063980071456257|883282831621983808|73833902506443785|4655892081764274212|4651663398160646668|112061209599811852|2598609069171121472|649722361155618305
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1339).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,1172209271448768065|2475183223840673345|2417877914088850977|4723184311088356674|4723720940551035170|4723747329231176720|4800026034233642049|2397752299230826017
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (134).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,10387565795311765235|17792542968218786864|15591680247136127120|16499390468117753846|3466802526052936694|17529854859322075280|17793616120274287076|10378552585069420760
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1340).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,586110745063626826|869842918633784877|441711236540212241|594647908324579876|3262451795880645132|5375202314343162376|2637452684434423816|1235190825894682886
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1342).jpg,saudavel,val,spinach_sy69db2nz5,900x1200,297312924492842528|1450893683537648962|1235762332496699654|4942715078460653596|4800025995637432852|2325695325282770948|2035799780206942276|441711510479119889
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1343).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,2685859667119148632|5952657250388250180|5516657768847853088|9875874185399901506|4939898001315765330|6381089464090314277|4764023608918347401|2325708036168716108
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1344).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,1009120876229494819|450366659582430259|3264844329287306788|5336078941449260314|3678340538211647494|2524293030620299534|1913333329043590474|2616062100154240813
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1345).jpg,saudavel,train,spinach_sy69db2nz5,1200x900,580845177822056204|9803833664042569356|11387135238885802027|9664481993739927563|10092081084770946696|869077757275082504|792641433585786758|3098510676461291422
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1347).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,883424189189360970|1017899855743700520|441711786430760465|2035799784518687808|2904406790757031950|5372124300265210380|4655610606527528988|1226755409193607430
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1348).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,874274532035038720|874275081948728832|1226746046097860368|4906703809748474372|40117947570332172|40002458047226380|295580878176589892|1163977656786945553
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1349).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,441430374449847832|1441888100759078404|218511456285697552|3461030870305806852|326119081220309524|1773897319121821702|295616058772752432|1163691233941325827
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (135).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,5228140592118961043|14523712060519298870|7458252504687675206|1764407454075395741|3906678386039688905|10597828835780496968|11321547206436027416|5082051814862979431
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1350).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,586184894311143460|879130531529696274|297884390087134753|297463100332641344|1307178053470532364|2636889734194668040|4615095729039155204|2381919624373215748
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1351).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,596601636788833793|1013606919171149632|2667836337020946212|6601167918119918866|4615929476701622542|76058824352352008|1305267904074194011|2614061969938777637
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1352).jpg,saudavel,val,spinach_sy69db2nz5,1200x900,2471221803170858830|13415429696735354764|2598325322005562916|11100008894010694738|10096827575351258554|5622518782729341730|5916656079540259738|2613788887765159716
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1353).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,432361161321029510|1369251564682938268|2307975587471492868|9375410814510309144|11242976027402502163|9664504327570325510|1738176659697572994|290345362224514848
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1354).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,2742708868396030083|1946697479035488032|3190385371477935876|764941329689878040|2307829874155258907|9446316913737011238|1737877247334718730|326382929666524716
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1355).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,1156455360850958374|290636793169511442|1298169318760981520|2745119375304170244|1298311712235849732|2744976984110926864|295843461362292774|1163071161371067410
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1356).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,2327671674060020762|2471718149126833700|748870798907754023|2617047264334355738|2613943310935280930|1881403028323257632|1917704442235212068|2830106779265164298
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1357).jpg,saudavel,val,spinach_sy69db2nz5,900x1200,2533384840954912|1689288058002690|218146436727317506|4331403035224447520|206494908247180800|2325131325507373312|2313331358182415420|154290369444644611
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1358).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,5335699266601917698|652621258110223904|1315488727473296897|1603719207109236288|2325695338374172169|188340389922868298|4653967992006000918|114299881716072722
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1359).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,1441165204662914568|432361539670248968|649718478634961921|4904487331612790048|580566958052605958|580566561153875988|2309554093929861188|93462420458243081
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (136).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,5227586369313541724|17135782233884755653|2343564105539357792|17986883485391621873|14233105484520869613|6669438656083561544|17405879551044591353|6956943371873256992
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1360).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,432369853059243525|1297202817908049756|1842246891538176|43960803255000064|6667309915613626386|368784098788245510|7896821866077184|2128137027257856
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1362).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,144412690186440201|306258201366924872|91773018694942739|4651424800648790068|5228122978609020932|652634486551216386|3747027043006451008|1369172365250610689
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1364).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,306401000709606690|1603578986498575394|1317591596879268897|3767435043968879904|2471499363483795734|2507693785170722820|2345565298634934324|2399301031889881362
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1366).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,1317318378767862308|1299726749337005330|288965529053318178|1306050514903764258|1309789513984117010|2615057590921349138|2453773532803768338|2471506561975714308
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1367).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,1444050803530533922|1452425785771953186|1307458445980861458|2619577786445928484|2453492644224772116|2453351352689756692|2601001537494604324|1298240140489401618
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1368).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,873995864070094855|883281698271166468|3264351368781824004|5353950502345048076|324274935802118668|504420293491433740|864776399075757386|288315374734036269
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1369).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,2904406726755697688|5371701569846677542|2489388909164120086|2327964769229621522|2778753981711551562|1748671674569870888|1317741182211018272|1605680627587648546
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (137).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,6956943235407747986|16270976860344494006|7386918474931210086|11042305200398212761|13125581982197075681|10528018848996101216|11033308067875143321|7387885959609287526
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1370).jpg,saudavel,val,spinach_sy69db2nz5,900x1200,1318727403064724993|2470523007760830272|1244830828522062608|5087130442096580870|4651940305573988642|76067579886521618|439450811020253510|1171924411507754513
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1371).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,4759185667148631306|2382016743605161262|1875052287900392450|2760739587848816160|3336497290119417377|742397011990809666|2325570666002010150|152161496301176090
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1372).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,579584016468872195|586598344638795296|2670439189279869440|6488153438081100800|2309791519047164936|219585234949638920|48428114963663450|2901917391785765
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1373).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,2738221791356782630|1873646513017523218|1587675645818047746|1299445267906317856|1300431553272676378|2740455930534428710|2327971911609223186|147922279677691926
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1374).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,633963398798849|1690044516206144|443128815389451795|1196283000726034980|4613387130788447744|116582435889611264|2601423676650658320|1379798373050033670
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1375).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,1603719172478436928|1603719172478410241|19988690202740257|8232207404408130|80518521092456726|4649420343059824918|4800008334860033280|2397621012616398592
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1376).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,1760378635623937|1760378631685696|298933328472909316|1772758115668367888|4613378265845925376|80571211595187712|1196297363364944408|298969612354463236
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1377).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,2471507676729904910|2453633019277938444|38006900907001632|8477471464103170|868978309966204194|1013067109368810530|152337487276940800|2325989580132026112
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1378).jpg,saudavel,val,spinach_sy69db2nz5,900x1200,2312613935416479240|145398348873404168|2399468157868380928|4795496007320613888|580831478654370818|580434503811340320|14678506907012418|5519134236298273
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1379).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,4795504722361128886|2327955541419038610|2614210988660196192|10528622284254428801|10526934448011693600|13120968302087015746|9312950602875936146|6954405698642593572
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (138).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,5228159524808629018|17117649167140595623|5082051747185267526|11321547241836721821|12044645675558473453|1881180047925546568|11328377673311788701|5085445105315448646
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1380).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,4615079309670288904|76156071061458700|1226811997464792840|4798653844327697932|904971786524757505|580444485566991424|868692522912618562|616732577637795345
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1381).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,2307548399179863693|188040880194262798|1973627692074784|9231886102988463362|1015345297654455298|10166351739172619808|152417048461254272|2325969573872076544
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1382).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,2458294897038794644|2325693640109393812|2758330539886478176|10528587168667872385|10666524114141201952|10673292708327333154|9307866478555307410|6954414357162706726
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1383).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,4800025965780993812|2397752333658169110|2325971815878593347|152346335043857977|1594009470663869985|1443130087651056962|4120265065326583042|4866987133916890912
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1384).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,1196847054502891021|434192260838920012|3098501879963520768|3062473238168145408|5480748322191771142|940722417881226256|3983767640703018|4251893255045163
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1385).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,15608982675363605640|16466852590468844526|17336657598601728966|17358714797279098524|17207020073953494756|9812294748625411800|11256223081335351024|14308845850136058096
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1386).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,14451512629209793506|17045727851170971576|16629463814074240740|10960743496400932568|13276338074148114156|16285895016488275656|15604451751374232728|16469131069077702630
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1387).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,14451513970081608592|17045587174450082806|16635060328261848006|10962929325518827164|17740537965284134636|10390736096506384072|11254006397167608984|14306596206403116006
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1388).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,17927869775624963820|16198487119282740936|17928424651240697592|16180323104781666528|14456157000609221856|17043474988093852920|16179337805452709088|17937430768096628472
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1389).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,14739761696791539628|14739748494062062538|2596069167665221580|14492327531054567116|14558777684778520268|12407182962836606668|14703724026100391881|14740008107586815780
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (139).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,5227586507213868620|17135782217174716109|2361578564447866464|17409860023518465761|14811819256341581549|5516376534784314440|16252953614971018481|6957523982967096864
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1390).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,16901180400205248310|12127225260296573842|2468969935112865766|12915530120585682584|10525790938269174952|3906598997251231210|10961302014049271219|16611392153457476386
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1391).jpg,saudavel,val,spinach_sy69db2nz5,900x1200,12848081559430598300|12848081610970992326|3478625108779028144|17482144889844960738|14307416166863097266|11280984022929264050|16324737377795743218|12704240149354989104
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1393).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,10996716131722931102|11873189627183180678|2450805985601883078|11186166384846646936|9667850845291267748|11397246193264204952|10965758660424187291|14306584823991567138
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1394).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,15608947628714696333|11855170950818662222|5480325524360496868|14812091919013748440|5658512464221275812|10168625650015903448|15608983027699388365|16466852682532326988
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1395).jpg,saudavel,train,spinach_sy69db2nz5,1200x900,8231522608749715419|12809226020289185316|17027721132400656188|14451354230144566211|2595769945556239281|15825401971906329714|14052105031206211016|4341231683649818348
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1396).jpg,saudavel,val,spinach_sy69db2nz5,900x1200,12848072797427535756|12848099289190043598|3910961911407527858|10636691134662712754|14848120835727576498|10092293137461824946|12834447752819547539|12846385047087302198
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1397).jpg,saudavel,test,spinach_sy69db2nz5,900x1200,14811801672368459320|5516372274511319011|5516380691976389574|14811784192089079324|16397341601784368716|4039182464929205965|2035124671779147469|14304297899735879244
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1398).jpg,saudavel,train,spinach_sy69db2nz5,1200x900,5083168764091008998|11326041855889448600|11972567929029365448|11104512630203584236|10961338572139867805|16611247009257196358|17045595893738707866|14451496067245221798
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (1399).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,14451522490253916084|14739726580601000898|4939898121373845478|15964749590857977496|13984551002964463308|12985891133952331464|10956737838001917661|16611275639978954308
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (14).jpg,saudavel,train,spinach_sy69db2nz5,900x1200,14137869671988170725|14714188030663855704|10387063924033259144|8546491951939952622|6345015548091053004|16541615464016327620|17194493956306344822|9801599822913021584
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (140).JPG,saudavel,val,spinach_sy69db2nz5,900x1200,2904291859728437505|7749998998174004575|6955981346906460160|18009550262412703231|6878627271289572715|76891111831785000|18443830932881731321|22687589997512800
dataset\_work\final\spinach\val\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (141).JPG,saudavel,val,spinach_sy69db2nz5,900x1200,7659521281513493509|12235602474205648671|6971739616266862849|18013526062099037311|2240518341730487721|365961510420630634|9186401523224476921|126411119183577184
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (142).JPG,saudavel,train,spinach_sy69db2nz5,900x1200,669934801725650441|3444575432347652463|6973417367796599840|17914350182260002299|8039239825709583663|681880927102979081|18144316337744157944|2327250733181617760
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (143).JPG,saudavel,train,spinach_sy69db2nz5,900x1200,5191548685729614080|7912709779721514487|6972871911127419488|18004412809501191929|17828923059606114157|20564230500912200|17991545207803796729|6956385970692211808
dataset\_work\final\spinach\test\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (144).JPG,saudavel,test,spinach_sy69db2nz5,900x1200,3480173169907045944|17531685482782234275|13890396742745736224|15914778268610780667|11787639083878010355|4077489587110235184|18148845569469504732|2325152873989194944
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (145).JPG,saudavel,train,spinach_sy69db2nz5,900x1200,5516354354821024005|5588438339304648031|6960344209322448992|18007299560133093113|6876272667266092621|380915968220040780|18007299021081143033|6960344350502721632
dataset\_work\final\spinach\train\saudavel\Healthy-Leaf(1399)__Healthy-Leaf (146).JPG,saudavel,train,spinach_sy69db2nz5,900x1200,2957745747089163778|7768585761196836287|11583425488631796064|18085583949268481145|13800519163486130027|145852481241746473|8751804435201981690|6958371744744259744
